时间,代码,日线信号,小时信号,最终操作,日线得分,原因,运行ID
2026-07-24 23:42:07,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:07,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:07,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:07,科创50ETF,SELL,,SELL,-2,仅日线信号: SELL (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,科创50ETF,SELL,,SELL,-1,仅日线信号: SELL (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,0,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,0,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,半导体ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,3,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,3,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,科创50ETF,SELL,,SELL,-1,仅日线信号: SELL (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,半导体ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,半导体ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,芯片ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,半导体ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,芯片ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:08,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:09,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,3,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,科创50ETF,BUY,,BUY,3,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,3,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,3,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,3,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,半导体ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,芯片ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:10,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,沪深300ETF,SELL,,SELL,-1,仅日线信号: SELL (无小时线数据),20260724_234151
2026-07-24 23:42:11,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,沪深300ETF,BUY,,BUY,0,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,沪深300ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,创业板ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,沪深300ETF,BUY,,BUY,0,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,通信ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,沪深300ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,创业板ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,半导体ETF,BUY,,BUY,0,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,黄金ETF,BUY,,BUY,2,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,通信ETF,BUY,,BUY,1,仅日线信号: BUY (无小时线数据),20260724_234151
2026-07-24 23:42:11,沪深300ETF,BUY,,BUY,0,仅日线信号: BUY (无小时线数据),20260724_234151
